,filename,frame_number,well_num,buffer,porod_exp,rc_med,rc_std_err_med,rad_rat,elong,vc,mass_vc,rg_vc,N_vc
20,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00021.sub.1.dat,00021,A12,Buffer1,4.351067218938627,13.80617796933816,4.592966072065494,1.413098926746695,FALSE,258.0581910202635,54.589781759390014,19.674533959674758,487.4087657088394
21,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00022.sub.1.dat,00022,A12,Buffer1,3.550671336995654,17.522212975387696,10.441517141893412,1.1735800327798778,FALSE,273.68191551669776,59.62165628071151,20.261364052675393,532.336216792067
22,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00023.sub.1.dat,00023,A12,Buffer1,4.684852023876891,14.524509639766782,4.7457010077829205,1.3165164731865493,FALSE,274.96152892395384,60.04029069487466,20.308675323268396,536.0740240613809
23,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00024.sub.1.dat,00024,A12,Buffer1,4.332307653822239,15.964569550855327,6.927058175737642,0.7838592319173162,FALSE,115.35860618741309,16.315856814070763,13.154387453664258,145.67729298277465
24,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00025.sub.1.dat,00025,A12,Buffer1,3.116249898037474,15.778617238284449,5.823675690322613,1.4507827987332012,FALSE,335.27714777142387,80.8427010049965,22.425782520508303,721.8098304017545
25,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00026.sub.1.dat,00026,A12,Buffer1,3.5326078139786286,16.13746154472586,11.185821352572331,1.2235386980386178,FALSE,278.2910469515186,61.13413014911043,20.431264533241155,545.8404477599146
26,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00027.sub.1.dat,00027,A12,Buffer1,2.931793051536165,16.032341490514742,5.969399388989641,1.5611224609298844,FALSE,388.16633206816226,100.70746890561031,24.129846624092814,899.1738295143778
27,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00028.sub.1.dat,00028,A12,Buffer1,4.446418806676586,16.016807381661796,7.155103417071175,1.1826873387441965,FALSE,273.02211860577415,59.40618095925201,20.236926098314964,530.4123299933216
28,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00029.sub.1.dat,00029,A12,Buffer1,1.5825586448982834,14.957809261247041,5.687807136604344,0.6751334098665657,FALSE,85.42876746830285,10.397791297591882,11.32003318027179,92.83742229992751
29,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00030.sub.1.dat,00030,A12,Buffer1,3.5614197144264055,15.484497839517505,6.419772986201816,1.2784681296781355,FALSE,284.36963817566163,63.14801789135246,20.653194843982188,563.821588315647
30,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00031.sub.1.dat,00031,A12,Buffer1,3.112081991597448,16.03175292251502,8.138408409675861,1.5480247742388824,FALSE,379.4419955622219,97.33140191175862,23.85713715732323,869.0303742121305
31,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00032.sub.1.dat,00032,A12,Buffer1,3.4773487238867444,15.589377566514965,6.209433057248963,1.4742794164950257,FALSE,336.1198276203621,81.1476754270106,22.453947123624907,724.5328163125947
32,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00033.sub.1.dat,00033,A12,Buffer1,1.1067281706827865,17.40333804940535,10.781511262836,0.5372982451324657,FALSE,76.32171246317402,8.780253292958275,10.699652737110725,78.39511868712745
33,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00034.sub.1.dat,00034,A12,Buffer1,3.0656717136552856,17.916148944324373,10.769922174592953,1.3933643344804736,FALSE,339.7443120426224,82.46376838573752,22.574686444421186,736.2836463012279
34,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00035.sub.1.dat,00035,A12,Buffer1,3.420721941244208,17.211318186477207,7.796870669356903,1.2191647614664458,FALSE,312.4664755841816,72.734428127966,21.649473743633408,649.4145368568392
35,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00036.sub.1.dat,00036,A12,Buffer1,5.193829881567203,16.455456850493764,6.385824470772024,1.0547296223480782,FALSE,245.29762938186244,50.591191971983655,19.181930144612497,451.70707117842545
36,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00037.sub.1.dat,00037,A12,Buffer1,3.1268695930279438,16.102844286661625,7.469937525841767,1.6621073314048171,FALSE,411.90638615230966,110.08614735253735,24.856781352952048,982.9120299333692
37,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00038.sub.1.dat,00038,A12,Buffer1,2.4938279594502752,16.243921924198762,5.7867311402951085,1.8296101861963183,FALSE,461.9495439273104,130.745484648469,26.323455622143637,1167.3703986470446
38,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00039.sub.1.dat,00039,A12,Buffer1,3.9340482915033537,16.665250470659835,10.677797496306932,1.2797835498056491,FALSE,295.67062318579275,66.94947106868037,21.059580593608437,597.763134541789
39,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00040.sub.1.dat,00040,A12,Buffer1,3.954589276380727,15.668571616921705,6.897105400231794,1.079760159461207,FALSE,222.08413993837453,43.58240601071599,18.251745393456535,389.12862509567844
40,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00041.sub.1.dat,00041,A12,Buffer1,4.205021899736342,14.117158705125364,5.875119714139745,1.294117185139661,FALSE,321.95148853457846,76.07124801830716,21.97560540239717,679.2075715920282
41,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00042.sub.1.dat,00042,A12,Buffer1,2.975390415007983,15.192372427908303,5.20393835874938,1.64732822697758,FALSE,409.10411438533345,108.96465699794688,24.772084522260133,972.8987231959543
42,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00043.sub.1.dat,00043,A12,Buffer1,3.9211591325320363,16.78245350018284,10.717893166497316,1.2017937074748004,FALSE,284.4502934165594,63.17488563164248,20.656123550289855,564.0614788539507
43,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00044.sub.1.dat,00044,A12,Buffer1,3.782113418757947,13.689313812468555,6.026139233232032,1.3279047834520779,FALSE,247.80270017719346,51.368151379806584,19.27962785599842,458.64420874827306
44,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00045.sub.1.dat,00045,A12,Buffer1,3.2866549207950904,16.437574492438507,5.078661669060516,1.336644268279752,FALSE,445.92285126676444,124.00079732257574,25.86279715924298,1107.1499760944262
45,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00046.sub.1.dat,00046,A12,Buffer1,4.265737629885491,15.930511191636944,6.256194411677302,1.0786500133744434,FALSE,220.98017965637476,43.25784386079888,18.20632498569006,386.23074875713286
46,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00047.sub.1.dat,00047,A12,Buffer1,3.982182786003897,15.594645897604666,11.866082088019576,1.2800905688067286,FALSE,280.9314909767612,62.006257770615576,20.527962306696246,553.6273015233534
47,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00048.sub.1.dat,00048,A12,Buffer1,3.1469226587679686,16.21438808794822,5.977908412949038,1.5562968806570159,FALSE,441.5868142632316,122.19657421780398,25.736748461972567,1091.0408412303927
48,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00049.sub.1.dat,00049,A12,Buffer1,3.0640762625982862,14.348136709704432,5.7579671807042185,1.7063842166744452,FALSE,378.21358910882515,96.85913327776605,23.81848827409577,864.8136899800539
49,Subtracted\A12_results\Buffer1\A12_Fe3_WTHBD_low_buff1_snap_00050.sub.1.dat,00050,A12,Buffer1,3.978160545376396,16.128544324997563,5.542941705379035,1.329465692715412,FALSE,323.42054546792053,76.59250843993532,22.025685419570507,683.8616824994225
50,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00001.sub.1.ave.dat,00001,A2,Average,3.812024257638915,13.762871521892581,5.13655065706331,1.4956114199598056,FALSE,345.1705872091584,84.4472589123093,22.75424973084671,753.9933831456186
51,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00002.sub.1.ave.dat,00002,A2,Average,4.2687507309813295,13.321890394688605,6.670050380186023,1.4571847873559243,FALSE,350.400555276963,86.37380737662554,22.925985974772043,771.194708719871
52,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00003.sub.1.ave.dat,00003,A2,Average,3.655767651864647,14.526956614271635,5.007622289354386,1.4410199648244664,FALSE,352.4796351940284,87.14368699664894,22.993900338808174,778.0686338986512
53,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00004.sub.1.ave.dat,00004,A2,Average,4.137173483492122,15.171788613039219,5.500956625095687,1.2598851402417093,FALSE,287.30409131137174,64.127986051408,20.759483061171288,572.5713040304286
54,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00005.sub.1.ave.dat,00005,A2,Average,4.372732238559011,13.766370245893881,4.536603234745672,1.3312810818996985,FALSE,284.24742161906835,63.10731257523939,20.64875619567926,563.4581479932089
55,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00006.sub.1.ave.dat,00006,A2,Average,3.7745722272852116,13.54488923161403,5.1089835236538566,1.4601965240697805,FALSE,294.9366238907754,66.70032379045136,21.03342425370066,595.5386052718871
56,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00007.sub.1.ave.dat,00007,A2,Average,3.9401066031425436,14.534408381812177,5.286234468381303,1.221020087445718,FALSE,243.84278265003692,50.141779623134504,19.124962064669706,447.6944609208438
57,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00008.sub.1.ave.dat,00008,A2,Average,3.654801548595198,14.158260494899993,8.213988317299934,1.4062771909706042,FALSE,304.5573973268329,69.99042229879025,21.373724429547824,624.9144848106272
58,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00009.sub.1.ave.dat,00009,A2,Average,3.7631452788050908,13.7135486587891,4.674200335844621,1.5050268237687208,FALSE,282.95530357470204,62.677496753174424,20.60177068511474,559.6205067247716
59,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00010.sub.1.ave.dat,00010,A2,Average,4.06126823008264,15.279491275588118,5.282497585499914,1.304884232618059,FALSE,296.4081517312733,67.20012798857186,21.08583001916002,600.001142755106
60,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00011.sub.1.ave.dat,00011,A2,Average,4.109454836398606,17.889257244378218,11.08759041024168,1.1224055572629588,FALSE,284.1956866080711,63.09008440340437,20.646877001428248,563.3043250303962
61,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00012.sub.1.ave.dat,00012,A2,Average,3.668597358852849,13.522007202421088,6.224024321457292,1.464489938396946,FALSE,272.9911564663125,59.39607578725872,20.2357785790285,530.3221052433814
62,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00013.sub.1.ave.dat,00013,A2,Average,4.347358748252138,13.469014687324757,5.189545644154367,1.298343875098347,FALSE,227.59387627573628,45.21429298000443,18.476764175948244,403.69904446432525
63,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00014.sub.1.ave.dat,00014,A2,Average,3.608686121137044,15.980114723205668,10.849587905820705,1.2730661598675557,FALSE,317.64229902559026,74.54909596701981,21.828042709743478,665.6169282769625
64,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00015.sub.1.ave.dat,00015,A2,Average,2.4505844689419187,14.60030949886959,8.05814188807447,1.9393838492523112,FALSE,494.12090144502656,144.6387709594829,27.22464604301661,1291.417597852526
65,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00016.sub.1.ave.dat,00016,A2,Average,4.179376701340648,13.701446502418708,4.877378787303213,1.458777263321448,FALSE,290.9368069142074,65.34808831896933,20.890313793031236,583.4650742765119
66,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00017.sub.1.ave.dat,00017,A2,Average,3.6011600439229885,13.821333477727183,4.999235922508843,0.9840194006123847,FALSE,177.33773612351266,31.098298312459,16.309708893333106,277.6633777898125
67,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00018.sub.1.ave.dat,00018,A2,Average,3.2658899185712844,15.054576812390684,3.8188812524800926,1.5195343452822332,FALSE,342.74581495982625,83.55897927420027,22.674186257498622,746.0623149482167
68,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00019.sub.1.ave.dat,00019,A2,Average,3.512483185819854,15.402777939055046,3.852607623493801,1.2092557460999522,FALSE,262.7528574305188,56.086205220204825,19.852689645128144,500.76968946611447
69,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00020.sub.1.ave.dat,00020,A2,Average,3.5562447388317957,14.70897631468491,5.326661108697704,1.4036356355909512,FALSE,286.1232061882948,63.73302169657492,20.71677603495395,569.0448365765618
70,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00021.sub.1.ave.dat,00021,A2,Average,3.522932574674161,14.193345358636046,4.389670370531443,0.9450604678693661,FALSE,170.55810267861693,29.332117735644918,15.99491025351269,261.8939083539725
71,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00022.sub.1.ave.dat,00022,A2,Average,3.718081971424521,13.038094280262431,4.997788806727179,1.6498214565389584,FALSE,313.61231844607096,73.13488029343172,21.68913270901136,652.9900026199261
72,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00023.sub.1.ave.dat,00023,A2,Average,4.52488954894376,15.01548537399019,5.141746127266301,1.3112467464348803,FALSE,283.2714558009121,62.782572522889545,20.613276879268085,560.5586832400852
73,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00024.sub.1.ave.dat,00024,A2,Average,3.924372934854548,15.192257929296348,4.784749359407559,1.372022690371139,FALSE,305.6751233584658,70.37607300028246,21.412909308118284,628.357794645379
74,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00025.sub.1.ave.dat,00025,A2,Average,3.4001315956953686,13.42586798966685,4.650274225992128,1.71072312605433,FALSE,364.97655639036157,91.81895359861329,23.397966462612565,819.8120857019044
75,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00026.sub.1.ave.dat,00026,A2,Average,3.7351659875429077,13.612363741045147,4.160788352459062,1.3830245741157563,FALSE,258.31194050631706,54.67031902308147,19.684204600630313,488.12784842037024
76,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00027.sub.1.ave.dat,00027,A2,Average,4.070592768503556,13.906755198686561,4.88360779467317,1.2973105837385392,FALSE,294.86933022930464,66.6774972612526,21.03102459092179,595.3347969754697
77,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00028.sub.1.ave.dat,00028,A2,Average,4.201649627841781,14.357055298305825,4.000226782901029,1.1478231681826871,FALSE,214.6417861176485,41.41010156252683,17.94331851070121,369.73304966541815
78,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00029.sub.1.ave.dat,00029,A2,Average,3.0702515887580457,13.89311804690171,6.200835325580252,1.7296212894597462,FALSE,372.1405751943063,94.5356080841289,23.626486467341255,844.0679293225794
79,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00030.sub.1.ave.dat,00030,A2,Average,0.3511606304110043,15.043895193227977,4.823857015911344,0.8383098053116085,FALSE,156.84771076375878,25.86736325313437,15.338564670321608,230.95860047441403
80,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00031.sub.1.ave.dat,00031,A2,Average,3.8259491861884736,13.5472808484778,5.4989087559058305,1.434357629977001,FALSE,275.9626880905192,60.36850699563351,20.34561456766,539.0045267467277
81,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00032.sub.1.ave.dat,00032,A2,Average,3.9727400873932868,15.610025989080704,8.652153235297323,1.2815971101334453,FALSE,310.3339339526602,71.99109601168165,21.57546988895005,642.7776429614432
82,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00033.sub.1.ave.dat,00033,A2,Average,0.23467133244449123,15.803399672438713,6.172003535023733,0.6630010104414367,FALSE,120.76166143602565,17.475455493499467,13.458918684427752,156.03085262053096
83,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00034.sub.1.ave.dat,00034,A2,Average,4.768604761544693,12.780179268710302,4.6788831102182,1.3927135927682948,FALSE,276.17671157815295,60.43874900876914,20.35350258228862,539.6316875782959
84,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00035.sub.1.ave.dat,00035,A2,Average,4.134941140429344,14.116531491515705,5.69876891779237,1.387965733766806,FALSE,283.8360573252775,62.970368322969044,20.6338092941637,562.2354314550807
85,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00036.sub.1.ave.dat,00036,A2,Average,4.249551105903019,14.60495363967698,5.169684077405,1.265944550932706,FALSE,248.4165673468892,51.559146529220975,19.303493233617946,460.3495225823301
86,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00037.sub.1.ave.dat,00037,A2,Average,3.471099941580322,14.878349521740892,4.860540625857529,1.5292533515549365,FALSE,335.6094317849321,80.96291226289229,22.436892558404743,722.8831452043955
87,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00038.sub.1.ave.dat,00038,A2,Average,2.515323599474597,15.434620649549277,11.148264865434456,1.779736590607485,FALSE,372.7002430385508,94.74894854340994,23.644245907996858,845.9727548518744
88,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00039.sub.1.ave.dat,00039,A2,Average,3.8248763845440026,13.215234898543859,5.117022103165438,1.3512538629743558,FALSE,248.06191878860358,51.448774366405836,19.28970912644629,459.36405684290924
89,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00040.sub.1.ave.dat,00040,A2,Average,3.905437634974296,15.284784215236417,5.633722178779859,1.317496748436956,FALSE,290.9135886855178,65.34026581309607,20.8894802000499,583.395230474072
90,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00041.sub.1.ave.dat,00041,A2,Average,4.172301352090005,14.564935290895152,5.143573580170136,1.3690713175129614,FALSE,299.47774791751453,68.24671048555678,21.194730993250936,609.3456293353283
91,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00042.sub.1.ave.dat,00042,A2,Average,3.367461380164191,13.383325733170517,5.030580000359584,1.719940795815043,FALSE,423.7672290250924,114.87510943899717,25.212116998333133,1025.6706199910461
92,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00043.sub.1.ave.dat,00043,A2,Average,4.240989248239539,14.071303925275327,4.775311678003957,1.3287845372157108,FALSE,292.882145180293,66.004604099836,20.96003859181656,589.3268223199642
93,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00044.sub.1.ave.dat,00044,A2,Average,4.221823334131253,13.729908625084994,6.518844566284786,1.5324770311177884,FALSE,314.1102651764359,73.30913234375792,21.706344643091196,654.5458244978386
94,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00045.sub.1.ave.dat,00045,A2,Average,3.795756306061126,13.961451121430002,5.066334412830192,1.4761803763182504,FALSE,271.033574878742,58.758341003438076,20.163094066092956,524.6280446735543
95,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00046.sub.1.ave.dat,00046,A2,Average,4.081004525555989,12.722176721625274,5.385937756716604,1.5765447998582476,FALSE,313.50767935250946,73.09828034783676,21.685514036535178,652.6632173913996
96,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00047.sub.1.ave.dat,00047,A2,Average,3.861313624802271,13.354430792703194,4.368051946471874,1.3792052578783756,FALSE,263.69646898836453,56.38860580536549,19.888305696628528,503.46969469076333
97,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00048.sub.1.ave.dat,00048,A2,Average,3.2333779880763074,14.642435029978639,5.576821437453582,1.540024480680939,FALSE,349.41495750224595,86.00963868362716,22.89372045459997,767.9432025323853
98,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00049.sub.1.ave.dat,00049,A2,Average,3.318510313655268,13.69533262156292,4.901757456412509,1.7568510349955697,FALSE,359.54007044307775,89.77508686241035,23.223051170434445,801.5632755572352
99,Subtracted\A2_results\Average\A2_Fe2CO_delc3_low_buff1_snap_00050.sub.1.ave.dat,00050,A2,Average,3.386973740044147,14.499330299171069,5.648853985193899,1.5722821602345027,FALSE,376.50685973570614,96.20424264980669,23.764685766985416,858.9664522304168
100,Subtracted\A2_results\Buffer1\A2_Fe2CO_delc3_low_buff1_snap_00001.sub.1.dat,00001,A2,Buffer1,3.4833992679878456,15.092102827962853,9.836571590036687,1.2830379099619784,FALSE,280.90328431788197,61.996919486111956,20.526931735571758,553.5439239831425
101,Subtracted\A2_results\Buffer1\A2_Fe2CO_delc3_low_buff1_snap_00002.sub.1.dat,00002,A2,Buffer1,3.844272302441935,15.251883788871536,5.615152897885165,1.4283031428126556,FALSE,346.18029331078793,84.81807225165169,22.787506225258216,757.3042165326043
102,Subtracted\A2_results\Buffer1\A2_Fe2CO_delc3_low_buff1_snap_00003.sub.1.dat,00003,A2,Buffer1,1.7164210431148954,14.472885767691183,6.02476418437735,2.4037980039467186,FALSE,527.1024575665165,159.35931227319398,28.118564798897093,1422.851002439232
