,filename,frame_number,well_num,buffer,rg_med,rg_std_err_med,rg_pstat,io_med,Vp,mass_vp
1679,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00030.sub.1.ave.dat,00030,B7,Average,40.75515604308883,4.25015948754403,4.695046324718949e-11,101.53692608418505,217116.44894260698,180.2066526223638
1680,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00031.sub.1.ave.dat,00031,B7,Average,32.7654223803666,16.08100567822606,8.677107362571035e-09,82.94322506380573,161027.15182070306,133.65253601118354
1681,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00032.sub.1.ave.dat,00032,B7,Average,39.91939374105643,3.485618412685128,2.9410989673386224e-14,100.97324179275599,213680.1717857376,177.3545425821622
1682,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00033.sub.1.ave.dat,00033,B7,Average,40.55698335506026,3.340681784648341,1.109480392825345e-19,103.25005597274392,220438.74262182816,182.9641563761174
1683,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00034.sub.1.ave.dat,00034,B7,Average,27.78814313458795,17.206306739852735,6.6961952129492654e-12,66.46033002310428,117803.17834640986,97.77663802752018
1684,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00035.sub.1.ave.dat,00035,B7,Average,43.15680873555362,2.371497706557834,8.974539585897495e-16,112.03353700750984,244710.02061874795,203.1093171135608
1685,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00036.sub.1.ave.dat,00036,B7,Average,41.40783359964853,2.0447879637248643,1.2727721870593239e-12,104.91852425236368,226355.75163634616,187.8752738581673
1686,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00037.sub.1.ave.dat,00037,B7,Average,43.08014346681315,2.0278271058682167,1.0250401086161003e-14,112.45903636736502,245823.2513145309,204.03329859106066
1687,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00038.sub.1.ave.dat,00038,B7,Average,41.351021084414434,4.802598230263701,6.370919542321509e-14,107.49938203477649,231400.6580567348,192.06254618708988
1688,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00039.sub.1.ave.dat,00039,B7,Average,41.052970827510066,2.836554010583041,4.545027295425901e-18,105.22874190607031,226221.3684119982,187.7637357819585
1689,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00040.sub.1.ave.dat,00040,B7,Average,43.58799668530483,4.51887815199037,1.5043326466565297e-11,110.42026140975334,242491.04165030684,201.26756456975468
1690,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00041.sub.1.ave.dat,00041,B7,Average,34.752311653566,15.227097949051156,1.4800129896324696e-14,86.69038416197633,172748.56692086707,143.38131054431966
1691,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00042.sub.1.ave.dat,00042,B7,Average,45.62941077637664,nan,6.768845730827019e-14,117.28239075961083,262606.38022368774,217.96329558566083
1692,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00043.sub.1.ave.dat,00043,B7,Average,41.05093557164206,3.738586910373626,1.1997426437030619e-14,106.61351366681608,229251.38264057832,190.27864759168
1693,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00044.sub.1.ave.dat,00044,B7,Average,38.767817074452765,10.403967028275883,9.836216627277466e-17,97.1715638648796,203758.9928044975,169.11996402773295
1694,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00045.sub.1.ave.dat,00045,B7,Average,36.03441469616872,12.954602592287838,2.0159243144077428e-15,89.89045350935595,182573.46198526287,151.53597344776819
1695,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00046.sub.1.ave.dat,00046,B7,Average,40.35618507248506,11.037189386587407,1.4588743278698614e-10,104.95388298777998,224231.33965939196,186.11201191729532
1696,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00047.sub.1.ave.dat,00047,B7,Average,43.66421551494229,1.6349658492334185,8.953902931934487e-14,115.96948838349734,255398.36969404365,211.98064684605623
1697,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00048.sub.1.ave.dat,00048,B7,Average,28.950517981287543,18.452975677034114,6.683808178470084e-17,72.67386565730149,132311.76753514347,109.81876705416909
1698,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00049.sub.1.ave.dat,00049,B7,Average,37.53678197133762,15.08639905636675,1.4233838331360103e-11,93.5300241095373,192838.04767848368,160.05557957314144
1699,Subtracted\B7_results\Average\B7_Fe3_WTHBD_high_buff2_snap_00050.sub.1.ave.dat,00050,B7,Average,38.30549139668233,13.487073274508685,1.9441481314694145e-11,101.69278738171616,211773.9801624921,175.77240353486846
1700,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00001.sub.1.dat,00001,B7,Buffer1,39.45316916553718,6.023676257109269,1.0684572955943898e-15,94.58714599349466,198047.31590467613,164.3792722008812
1701,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00002.sub.1.dat,00002,B7,Buffer1,28.07307852897001,18.603962321635187,5.151132153836715e-13,60.871787700905166,109108.90817386843,90.5603937843108
1702,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00003.sub.1.dat,00003,B7,Buffer1,33.08670936036102,11.830648414244106,1.1450125268269738e-12,78.49907123685499,152781.37087832295,126.80853782900805
1703,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00004.sub.1.dat,00004,B7,Buffer1,38.69895664285968,3.0852249982524955,4.441998690467926e-12,94.46028495912515,196973.922455724,163.48835563825094
1704,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00005.sub.1.dat,00005,B7,Buffer1,41.73765682138787,2.126733111127881,7.491640073048183e-14,103.07543136237513,222583.30435788076,184.74414261704104
1705,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00006.sub.1.dat,00006,B7,Buffer1,48.4081737293788,13.772249248633088,3.3898857722535065e-13,109.56339938851727,252023.3196891876,209.1793553420257
1706,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00007.sub.1.dat,00007,B7,Buffer1,39.305057468253615,5.934133126761123,1.035814007689126e-11,95.68318741097796,200969.7739318156,166.80491236340697
1707,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00008.sub.1.dat,00008,B7,Buffer1,38.623621359096276,11.804212792815473,1.19999503742067e-18,90.97412267334664,189939.0711926949,157.64942908993675
1708,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00009.sub.1.dat,00009,B7,Buffer1,39.495292650524284,1.4962467254809897,1.194662737889959e-10,97.89560879010166,206891.72596749748,171.72013255302292
1709,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00010.sub.1.dat,00010,B7,Buffer1,36.74355881460574,15.532001653950603,1.3825630466932124e-08,87.72075251969137,179548.82923367442,149.02552826394978
1710,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00011.sub.1.dat,00011,B7,Buffer1,31.03895262176469,12.5169679969883,3.212164156522392e-16,75.11910594702324,142392.77335575072,118.1860018852731
1711,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00012.sub.1.dat,00012,B7,Buffer1,33.71003780530819,12.82210990910954,4.514817244885713e-15,82.53786316011796,162545.7335623487,134.9129588567494
1712,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00013.sub.1.dat,00013,B7,Buffer1,31.688556060148596,20.53430254884375,1.962578963385598e-11,70.82439302213407,136375.95261644642,113.19204067165053
1713,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00014.sub.1.dat,00014,B7,Buffer1,38.0684801782753,4.2221071639895715,2.289612452037512e-07,96.99985688150795,201155.4526621132,166.95902570955397
1714,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00015.sub.1.dat,00015,B7,Buffer1,35.68837752784104,17.269776145167643,7.933128570600396e-13,85.72871334953379,172780.49151252792,143.40780795539817
1715,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00016.sub.1.dat,00016,B7,Buffer1,42.35635821271753,6.859748432440993,3.8562981003977104e-14,105.39868775564933,228635.68266784548,189.76761661431175
1716,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00017.sub.1.dat,00017,B7,Buffer1,37.74570407664074,0.8253414237396757,6.142732796965869e-11,95.56751939469447,198541.43846336266,164.78939392459102
1717,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00018.sub.1.dat,00018,B7,Buffer1,39.06472256595687,4.640617634898996,6.126379309264663e-07,99.35612633542999,208773.82523593368,173.28227494582495
1718,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00019.sub.1.dat,00019,B7,Buffer1,38.772424225562006,3.781016671683001,2.0351660672338796e-16,99.628139335561,208844.96834698366,173.34132372799644
1719,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00020.sub.1.dat,00020,B7,Buffer1,37.94880549818944,2.591067851944682,9.020899067018716e-14,97.39388044352984,201855.2984634889,167.53989772469578
1720,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00021.sub.1.dat,00021,B7,Buffer1,33.85864379949811,14.00212699689661,2.999757093420476e-14,83.04548573846745,163715.19425313867,135.8836112301051
1721,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00022.sub.1.dat,00022,B7,Buffer1,33.50458630495189,11.88443432015578,2.620182574825894e-11,84.22008611070984,164980.88387377362,136.9341336152321
1722,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00023.sub.1.dat,00023,B7,Buffer1,37.65934744335044,12.339743930806744,6.415401714459053e-14,94.00748660836523,195144.8275456165,161.97020686286172
1723,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00024.sub.1.dat,00024,B7,Buffer1,47.49797962582057,1.0355582092607571,6.801789254633838e-13,119.06803992669072,271590.34775124316,225.41998863353183
1724,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00025.sub.1.dat,00025,B7,Buffer1,45.98992488109497,2.6216672189110803,3.899089773455236e-16,116.30497782202904,261484.18444644054,217.03187309054564
1725,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00026.sub.1.dat,00026,B7,Buffer1,35.16906720175856,14.239890684220853,2.781598389421357e-13,88.65312270931254,178136.25846313205,147.8530945243996
1726,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00027.sub.1.dat,00027,B7,Buffer1,17.32897262925135,18.078146395552736,2.375835446054064e-09,34.349552069985435,38691.96267195556,32.114329017723115
1727,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00028.sub.1.dat,00028,B7,Buffer1,34.0541921201351,15.605125135814163,1.8082521293530266e-12,85.31916042585199,168954.17898078143,140.2319685540486
1728,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00029.sub.1.dat,00029,B7,Buffer1,44.66540543799278,5.759116035439111,8.828212814943219e-15,114.27876439250254,254345.74194048156,211.1069658105997
1729,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00030.sub.1.dat,00030,B7,Buffer1,40.444803755925875,3.6963307829649654,2.6995594144018182e-08,105.13628286388577,224499.1220412,186.334271294196
1730,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00031.sub.1.dat,00031,B7,Buffer1,42.2162478778188,5.20831241157053,1.6861617481297317e-12,109.240331056469,238347.1749476618,197.8281552065593
1731,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00032.sub.1.dat,00032,B7,Buffer1,41.45644700483351,1.8345475883120494,1.7926780399558664e-12,109.46572673613821,236298.80290473253,196.128006410928
1732,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00033.sub.1.dat,00033,B7,Buffer1,43.51022585290974,3.0880860135691446,1.0513730000078235e-11,114.8097603851484,252604.3946400307,209.66164755122549
1733,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00034.sub.1.dat,00034,B7,Buffer1,34.299201919397106,13.262700536071717,8.47458061994793e-16,85.94475642659843,171242.2033519381,142.13102878210864
1734,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00035.sub.1.dat,00035,B7,Buffer1,35.02441656152537,14.48004857171914,2.493164420084068e-12,87.16044468573837,174507.01926741688,144.84082599195602
1735,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00036.sub.1.dat,00036,B7,Buffer1,41.44288457996394,1.4172859649195142,2.0296196898113167e-09,108.89420808437843,235459.75169059978,195.4315939031978
1736,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00037.sub.1.dat,00037,B7,Buffer1,43.73132288585564,1.2998512981357317,1.6979576506505472e-11,115.90457769958854,255243.42991759084,211.8520468316004
1737,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00038.sub.1.dat,00038,B7,Buffer1,39.954225281134704,0.7873208142930465,1.8131827597179843e-10,105.96943284642428,225797.64809384686,187.4120479178929
1738,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00039.sub.1.dat,00039,B7,Buffer1,43.50900718314591,0.5073388050491173,2.349336104855179e-10,115.06900112610322,254245.70156045322,211.02393229517617
1739,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00040.sub.1.dat,00040,B7,Buffer1,47.401933602031825,8.21252135557628,1.1966886294951947e-08,119.46294705017036,272439.7455284427,226.12498878860745
1740,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00041.sub.1.dat,00041,B7,Buffer1,44.50317692258538,6.9653306168673845,2.8181047907136248e-12,116.21717304175101,257307.1913466345,213.56496881770664
1741,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00042.sub.1.dat,00042,B7,Buffer1,32.97189820857725,23.041761815257857,1.2863453464461278e-12,83.01363886485944,162403.5287490849,134.79492886174046
1742,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00043.sub.1.dat,00043,B7,Buffer1,42.184075522228916,3.3409335716329567,3.075989023008872e-11,111.53892967972504,243192.4569025422,201.84973922911004
1743,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00044.sub.1.dat,00044,B7,Buffer1,47.41630661361139,nan,3.70673662153145e-13,122.35200390260776,280169.02490954375,232.54029067492132
1744,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00045.sub.1.dat,00045,B7,Buffer1,42.705706615308124,0.4821070828265987,3.6353854221553975e-12,114.21050623034881,250001.41039102187,207.50117062454817
1745,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00046.sub.1.dat,00046,B7,Buffer1,41.18550492043074,11.334100651888315,7.126480624211389e-13,108.41272802268108,234225.84761212557,194.40745351806422
1746,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00047.sub.1.dat,00047,B7,Buffer1,41.35144114840823,1.8616330946677868,1.8689979299979108e-08,111.00453888714779,239397.83380299015,198.70020205648183
1747,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00048.sub.1.dat,00048,B7,Buffer1,33.73747065814767,15.686597536629165,1.0374328107293603e-13,87.59183075286433,173048.09662909413,143.62992020214813
1748,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00049.sub.1.dat,00049,B7,Buffer1,43.69407168627426,5.821984293811197,3.613024845580418e-13,115.8524344029469,256167.17377701792,212.61875423492486
1749,Subtracted\B7_results\Buffer1\B7_Fe3_WTHBD_high_buff2_snap_00050.sub.1.dat,00050,B7,Buffer1,38.371268761236045,13.283572871142887,1.4589318065058254e-12,103.09955407822704,215508.0664433253,178.87169514796
1750,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00001.sub.2.dat,00001,B7,Buffer2,31.7807978656518,0.29944723115631317,2.227955870923853e-16,78.57943076188266,147006.64555359847,122.01551580948673
1751,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00002.sub.2.dat,00002,B7,Buffer2,45.35260017628733,7.830491900495061,1.5244030184789276e-13,104.08157079499648,232301.48594844752,192.81023333721143
1752,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00003.sub.2.dat,00003,B7,Buffer2,37.07472436773816,2.7878003086813217,6.216915767324855e-09,91.04815684475675,185672.87857903106,154.10848922059577
1753,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00004.sub.2.dat,00004,B7,Buffer2,37.868442062531685,3.3586262570553624,1.4454879128490746e-15,92.72883246667695,190914.11545885238,158.45871583084747
1754,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00005.sub.2.dat,00005,B7,Buffer2,36.57280563487879,4.798515449629569,9.33333478670667e-10,90.60141096594784,184056.7310098986,152.76708673821582
1755,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00006.sub.2.dat,00006,B7,Buffer2,38.10456017066252,1.995006093960431,7.71433784535688e-12,95.93358656018415,197782.44016698503,164.15942533859757
1756,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00007.sub.2.dat,00007,B7,Buffer2,32.14955816915462,12.14233037346052,4.504029429020806e-08,76.76129595214894,146045.91680472714,121.21811094792352
1757,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00008.sub.2.dat,00008,B7,Buffer2,40.14357390574306,0.04776774349670891,1.3874255234586782e-08,98.9767205173483,210123.59126245292,174.4025807478359
1758,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00009.sub.2.dat,00009,B7,Buffer2,39.95927529387084,1.2370556511197024,5.082297756117942e-15,99.11537297089153,209627.6647231285,173.99096172019665
1759,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00010.sub.2.dat,00010,B7,Buffer2,36.92622828522165,10.47111251638503,0.0054684285161407204,89.96207121593007,184151.01084628547,152.84533900241695
1760,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00011.sub.2.dat,00011,B7,Buffer2,30.43470567672393,14.1395394945784,5.333793191889604e-11,74.08925944160302,137987.57691072155,114.52968883589888
1761,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00012.sub.2.dat,00012,B7,Buffer2,39.66278201336309,3.9126931940385075,8.000037006582397e-11,99.27636878752324,208909.28737126515,173.39470851815008
1762,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00013.sub.2.dat,00013,B7,Buffer2,31.48532483116437,12.99488314875442,2.79014060140585e-07,75.70721656310624,144074.11641534223,119.58151662473405
1763,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00014.sub.2.dat,00014,B7,Buffer2,30.693530943565513,13.222400911327442,1.3556522243358918e-10,74.0185697125726,137734.20832675832,114.3193929112094
1764,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00015.sub.2.dat,00015,B7,Buffer2,26.866205200407073,18.06007510949571,3.9840218164015184e-14,61.74401013063772,105354.09682311429,87.44390036318487
1765,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00016.sub.2.dat,00016,B7,Buffer2,43.03007142937921,7.875789621908334,4.4657464267086e-16,106.39033991520186,232024.94625833677,192.5807053944195
1766,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00017.sub.2.dat,00017,B7,Buffer2,33.17586034730873,17.155706821359168,1.8069779132984017e-13,82.32150821103514,160976.5934888147,133.61057259571618
1767,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00018.sub.2.dat,00018,B7,Buffer2,42.1474071004269,4.221299220059548,7.038365415218805e-14,106.97313006720027,231507.78567309398,192.151462108668
1768,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00019.sub.2.dat,00019,B7,Buffer2,40.715927301910426,2.0226585102947197,4.0574766020746106e-14,104.64682821910544,223229.759058107,185.28070001822883
1769,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00020.sub.2.dat,00020,B7,Buffer2,40.228048186655265,7.219824912657074,8.84500733830903e-17,102.06792611646085,215428.63317351372,178.8057655340164
1770,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00021.sub.2.dat,00021,B7,Buffer2,42.504852321636164,6.5883223524115815,3.143932357879911e-13,106.34820068787124,230756.74164104066,191.52809556206375
1771,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00022.sub.2.dat,00022,B7,Buffer2,35.43314816494439,10.986973314541311,7.428378076093433e-12,89.28856815864546,179419.62234788612,148.91828654874547
1772,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00023.sub.2.dat,00023,B7,Buffer2,42.19063835083386,1.9082305900703682,7.045021026137349e-16,108.5398690450861,234931.03483656305,194.99275891434732
1773,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00024.sub.2.dat,00024,B7,Buffer2,39.16422456488496,nan,1.3826050251529262e-17,101.32498624779679,211238.90195159664,175.3282886198252
1774,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00025.sub.2.dat,00025,B7,Buffer2,48.48492564333529,0.12214920885870453,5.101538627487879e-13,121.07807614891054,278501.49447356677,231.15624041306043
1775,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00026.sub.2.dat,00026,B7,Buffer2,42.87995638439887,1.384081015612252,1.9602307057142496e-11,110.49553334320245,241155.33124067038,200.1589249297564
1776,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00027.sub.2.dat,00027,B7,Buffer2,40.122707235596906,1.6443782695959777,2.852643147852828e-10,105.02176187198391,222235.67956706596,184.45561404066476
1777,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00028.sub.2.dat,00028,B7,Buffer2,41.618843549571636,3.7417155343350177,3.6517792218335816e-13,108.4789521740697,232977.9067363323,193.37166259115583
1778,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00029.sub.2.dat,00029,B7,Buffer2,47.49001752062802,8.798967169465474,1.857499325542153e-10,117.90105330931888,268054.75002504676,222.4854425207888
1779,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00030.sub.2.dat,00030,B7,Buffer2,45.52742280912716,nan,2.8265322641559578e-11,117.02604671558052,260499.99038164655,216.21499201676664
1780,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00031.sub.2.dat,00031,B7,Buffer2,35.42941510693509,16.156437032478387,5.425793595808763e-13,90.27366075888257,181656.9269412767,150.77524936125965
1781,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00032.sub.2.dat,00032,B7,Buffer2,42.349682732433294,1.4772486588922755,1.1420506526552798e-11,111.28264237475439,241320.42879332253,200.2959558984577
1782,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00033.sub.2.dat,00033,B7,Buffer2,40.8846161234395,3.5623682033578423,6.668105249939071e-13,108.22453375998666,231029.857918049,191.75478207198069
1783,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00034.sub.2.dat,00034,B7,Buffer2,37.350671842741505,14.159994527648788,1.829373807396863e-13,94.75020698839906,195380.46523041895,162.16578614124774
1784,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00035.sub.2.dat,00035,B7,Buffer2,38.930291456046135,10.970304727165601,2.95014715779217e-15,99.52661062462737,207785.96717356847,172.46235275406184
1785,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00036.sub.2.dat,00036,B7,Buffer2,44.09728576500242,2.973340318086443,9.16927228030971e-15,114.55111297476695,252152.07514094966,209.28622236698823
1786,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00037.sub.2.dat,00037,B7,Buffer2,35.44712509831918,16.101926586017388,4.026277506225677e-12,91.6976230729442,183747.6767033777,152.51057166380352
1787,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00038.sub.2.dat,00038,B7,Buffer2,40.09766412102172,1.0294439822572674,5.752572675981091e-13,106.04215147034637,224017.74643399642,185.93472954021703
1788,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00039.sub.2.dat,00039,B7,Buffer2,37.050633015108446,15.54283632066326,1.082099230032795e-11,93.38124088235864,190786.22642174916,158.3525679300518
1789,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00040.sub.2.dat,00040,B7,Buffer2,45.94419753969857,3.2860165499612504,1.0470157731579942e-10,120.01130078599783,268597.58702530415,222.93599723100246
1790,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00041.sub.2.dat,00041,B7,Buffer2,24.14359783045819,19.60205278948825,8.274889421764145e-09,56.708095532306224,89919.66095779151,74.63331859496695
1791,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00042.sub.2.dat,00042,B7,Buffer2,39.30274384790611,15.963862035275277,5.318701671587501e-12,101.43306036142688,212216.93807181742,176.14005859960847
1792,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00043.sub.2.dat,00043,B7,Buffer2,37.36328267383907,14.747442597202692,4.3487358142575786e-12,96.66018337962653,199645.5726760084,165.70582532108696
1793,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00044.sub.2.dat,00044,B7,Buffer2,34.54824680735431,19.623377317377635,2.6810449145591404e-14,84.29992941341234,167829.92509690998,139.29883783043528
1794,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00045.sub.2.dat,00045,B7,Buffer2,31.706838604148313,19.50441855578774,3.842908489520783e-12,78.85325636207178,149278.77096571276,123.90137990154159
1795,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00046.sub.2.dat,00046,B7,Buffer2,45.1410346926412,2.2506091919247955,2.7608496450825065e-13,121.28269493428141,269012.8143291574,223.28063589320064
1796,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00047.sub.2.dat,00047,B7,Buffer2,25.987333844461745,19.005128216915303,6.869191644114718e-15,59.94495151391153,100988.50760404285,83.82046131135557
1797,Subtracted\B7_results\Buffer2\B7_Fe3_WTHBD_high_buff2_snap_00048.sub.2.dat,00048,B7,Buffer2,42.76744360118595,3.6215790322118075,2.168734737534354e-13,113.9008313753936,246955.5758696776,204.9731279718324
